,MISSION,SETNO,CODE,SAMPWGT,TOTWGT,TOTNO,REMARKS,WEIGHT_UNITS,SPEC,COMM,STRAT,SLAT,SLONG,ELAT,ELONG,AREA,DUR,DIST,SPEED,DMIN,DMAX,TYPE,GEAR,AUX,DEPTH,ETIME,START_DEPTH,END_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,BOTTOM_SALINITY,LATITUDE,LONGITUDE,YEAR,SetID,STDWGT
118195,TEM2008830,51,220,253.6,253.6,146,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,491,4444.96,6614.06,4443.13,6614.11,477,30,1.85,3.7,68,70,1,9,1,NA,2008-07-11 15:29,NA,NA,11.69,6.76,32.732,44.74933333,-66.23433333,2008,TEM2008830.491.2008.51,239.8918919
118287,TEM2008830,54,220,43.1,43.1,25,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,491,4450.59,6557.55,4451.49,6555.52,477,30,1.74,3.48,54,57,1,9,1,NA,2008-07-11 22:15,NA,NA,12.34,7.98,32.468,44.84316667,-65.95916667,2008,TEM2008830.491.2008.54,43.34770115
118652,TEM2008830,68,220,237,237,140,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,491,4404.36,6657,4402.69,6657.15,511,30,1.72,3.44,92,93,1,9,1,NA,2008-07-13 8:11,NA,NA,13.72,6.52,33.819,44.07266667,-66.95,2008,TEM2008830.491.2008.68,241.1337209
1,ATC1970175,1,220,14,14,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4448,6642,NA,NA,477,30,2.3,4.6,46,49,1,3,1,47,NA,NA,NA,8.7,6.78,32.25,44.8,-66.7,1970,ATC1970175.492.1970.1,10.65217391
19,ATC1970175,10,220,87,87,60,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4443,6628,NA,NA,477,30,1.8,3.6,97,99,1,3,1,98,NA,NA,NA,11,6.29,33.22,44.71666667,-66.46666667,1970,ATC1970175.492.1970.10,84.58333333
206,ATC1970175,3,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4459,6555,NA,NA,477,30,1.5,3,57,60,1,3,1,58,NA,NA,NA,10.7,7.13,32.39,44.98333333,-65.91666667,1970,ATC1970175.492.1970.3,1.166666667
1217,ATC1971188,11,220,27,27,17,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4405,6710,NA,NA,511,31,1.8,3.5,72,80,1,3,1,76,NA,NA,NA,12.1,7.12,33.68,44.08333333,-67.16666667,1971,ATC1971188.492.1971.11,26.25
1372,ATC1971188,3,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4456,6609,NA,NA,477,30,1.8,3.6,58,60,1,3,1,59,NA,NA,NA,10.1,6.45,32.23,44.93333333,-66.15,1971,ATC1971188.492.1971.3,4.861111111
2597,ATC1972200,55,220,55,55,31,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4423,6648,NA,NA,477,30,1.6,3.2,67,80,1,3,1,73,NA,NA,NA,11.2,6.55,33.44,44.38333333,-66.8,1972,ATC1972200.492.1972.55,60.15625
2698,ATC1972200,63,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4501,6614,NA,NA,477,30,1.8,3.6,53,57,1,3,1,55,NA,NA,NA,9.7,7.4,32.54,45.01666667,-66.23333333,1972,ATC1972200.492.1972.63,3.888888889
3500,ATC1973212,15,220,149,149,89,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4425,6639,NA,NA,477,30,1.6,3.2,100,109,1,3,1,104,NA,NA,NA,8.9,7.35,33.6,44.41666667,-66.65,1973,ATC1973212.492.1973.15,162.96875
3565,ATC1973212,23,220,176,176,108,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4411,6713,NA,NA,511,30,1.3,2.6,76,81,1,3,1,78,NA,NA,NA,12.2,7.67,34.11,44.18333333,-67.21666667,1973,ATC1973212.492.1973.23,236.9230769
4774,ATC1974225,15,220,70,70,46,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4404,6712,NA,NA,511,30,2.1,4.2,72,80,1,3,1,76,NA,NA,NA,10.9,7.59,34.09,44.06666667,-67.2,1974,ATC1974225.492.1974.15,58.33333333
4838,ATC1974225,2,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4459,6601,NA,NA,477,30,1.8,3.6,51,58,1,3,1,54,NA,NA,NA,12.6,7,32.5,44.98333333,-66.01666667,1974,ATC1974225.492.1974.2,1.944444444
6350,ATC1975236,17,220,50,50,30,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4402,6722,NA,NA,511,30,1.3,2.6,90,95,1,3,1,92,NA,NA,NA,10.9,7.28,33.98,44.03333333,-67.36666667,1975,ATC1975236.492.1975.17,67.30769231
6509,ATC1975236,3,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4447,6631,NA,NA,477,30,1.8,3.6,86,91,1,3,1,88,NA,NA,NA,9.6,6.08,32.92,44.78333333,-66.51666667,1975,ATC1975236.492.1975.3,3.888888889
6607,ATC1975236,4,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4451,6613,NA,NA,477,30,0.7,1.4,61,62,1,3,1,61,NA,NA,NA,10.5,6.33,32.45,44.85,-66.21666667,1975,ATC1975236.492.1975.4,5
7600,ATC1976250,12,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4421,6640,NA,NA,476,30,1.9,3.8,101,104,1,3,1,102,NA,NA,NA,12.5,8.7,34.04,44.35,-66.66666667,1976,ATC1976250.492.1976.12,1.842105263
7699,ATC1976250,2,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4444,6633,NA,NA,477,30,1.5,3,84,88,1,3,1,86,NA,NA,NA,11.9,8.13,33.51,44.73333333,-66.55,1976,ATC1976250.492.1976.2,4.666666667
7781,ATC1976250,3,220,6,6,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4458,6600,NA,NA,477,30,1.3,2.6,50,52,1,3,1,51,NA,NA,NA,11.4,9.15,32.74,44.96666667,-66,1976,ATC1976250.492.1976.3,8.076923077
8817,ATC1977265,1,220,10,10,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4441,6634,NA,NA,477,30,2,4,90,100,1,3,1,95,NA,NA,NA,12.3,6.23,33.04,44.68333333,-66.56666667,1977,ATC1977265.492.1977.1,8.75
8862,ATC1977265,13,220,23,23,14,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4419,6700,NA,NA,511,30,1.9,3.8,60,64,1,3,1,62,NA,NA,NA,8.6,6.4,33.24,44.31666667,-67,1977,ATC1977265.492.1977.13,21.18421053
11619,ATC1979292,18,220,5,5,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4435,6628,NA,NA,477,30,1.8,3.6,96,96,1,3,1,96,NA,NA,NA,10.8,7.41,33.704,44.58333333,-66.46666667,1979,ATC1979292.492.1979.18,4.861111111
13086,ATC1980306,20,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4456,6625,NA,NA,477,30,1.6,3.2,54,59,1,3,1,56,NA,NA,NA,9.6,6.51,32.972,44.93333333,-66.41666667,1980,ATC1980306.492.1980.20,2.1875
13135,ATC1980306,24,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4412,6715,NA,NA,511,30,2.2,4.4,80,84,1,3,1,82,NA,NA,NA,13.6,6.4,33.759,44.2,-67.25,1980,ATC1980306.492.1980.24,3.181818182
13143,ATC1980306,25,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4403,6705,NA,NA,511,30,1.9,3.8,72,72,1,3,1,72,NA,NA,NA,11.8,6.78,33.516,44.05,-67.08333333,1980,ATC1980306.492.1980.25,4.605263158
14660,ATC1981321,53,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4425,6646,NA,NA,477,30,2,4,64,64,1,3,1,64,NA,NA,NA,10.8,7.71,32.157,44.41666667,-66.76666667,1981,ATC1981321.492.1981.53,1.75
14665,ATC1981321,54,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4438,6630,NA,NA,477,30,2,4,112,112,1,3,1,112,NA,NA,NA,12.8,6.49,33.152,44.63333333,-66.5,1981,ATC1981321.492.1981.54,1.75
16220,HAM1982080,55,220,6,6,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4435,6635,NA,NA,477,30,2,4,81,85,1,9,1,83,NA,NA,NA,12.2,7.68,33.155,44.58333333,-66.58333333,1982,HAM1982080.492.1982.55,5.25
18828,NED1983012,55,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4451,6632,NA,NA,477,30,1.6,3.2,61,62,1,9,1,61,NA,NA,NA,11.5,6.49,32.326,44.85,-66.53333333,1983,NED1983012.492.1983.55,2.1875
18958,NED1983012,64,220,68,68,36,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4434,6628,NA,NA,477,30,1.7,3.4,103,112,1,9,1,107,NA,NA,NA,12,6.84,32.34,44.56666667,-66.46666667,1983,NED1983012.492.1983.64,70
20079,NED1984031,35,220,89,207,109,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4456,6626,NA,NA,477,30,1.7,3.4,54,56,1,9,1,55,NA,NA,NA,13.79,7.43,32.33,44.93333333,-66.43333333,1984,NED1984031.492.1984.35,213.0882353
20111,NED1984031,37,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4421,6705,NA,NA,511,30,1.7,3.4,72,78,1,9,1,75,NA,NA,NA,14,7.4,33.771,44.35,-67.08333333,1984,NED1984031.492.1984.37,5.147058824
20121,NED1984031,38,220,25,25,14,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4404,6725,NA,NA,511,30,1.6,3.2,85,90,1,9,1,87,NA,NA,NA,15.9,7.05,33.872,44.06666667,-67.41666667,1984,NED1984031.492.1984.38,27.34375
21496,NED1985048,33,220,74,74,44,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4451,6634,NA,NA,477,30,1.8,3.6,64,64,1,9,1,64,NA,NA,NA,11.6,6.72,NA,44.85,-66.56666667,1985,NED1985048.492.1985.33,71.94444444
21513,NED1985048,35,220,8,8,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4424,6700,NA,NA,511,30,1.9,3.8,65,70,1,9,1,67,NA,NA,NA,10.4,7.54,33,44.4,-67,1985,NED1985048.492.1985.35,7.368421053
21524,NED1985048,36,220,5,5,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4409,6707,NA,NA,511,30,1.8,3.6,36,47,1,9,1,41,NA,NA,NA,11.3,6.83,33.185,44.15,-67.11666667,1985,NED1985048.492.1985.36,4.861111111
23166,NED1986065,43,220,15,15,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4445,6628,NA,NA,477,30,1.7,3.4,88,90,1,9,1,89,NA,NA,NA,12.7,7.23,33.225,44.75,-66.46666667,1986,NED1986065.492.1986.43,15.44117647
23208,NED1986065,48,220,204,288,230,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4423,6655,NA,NA,511,30,1.8,3.6,60,64,1,9,1,62,NA,NA,NA,10.3,7.89,33.208,44.38333333,-66.91666667,1986,NED1986065.492.1986.48,280
23225,NED1986065,49,220,221,345,278,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4404,6712,NA,NA,511,30,1.7,3.4,82,89,1,9,1,85,NA,NA,NA,14.3,7.01,33.877,44.06666667,-67.2,1986,NED1986065.492.1986.49,355.1470588
24713,NED1987085,24,220,9,9,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4428,6632,NA,NA,476,30,1.8,3.6,104,110,1,9,1,107,NA,NA,NA,8.9,5.77,33.136,44.46666667,-66.53333333,1987,NED1987085.492.1987.24,8.75
24732,NED1987085,26,220,204.44,538,300,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4445,6630,NA,NA,477,30,1.8,3.6,85,88,1,9,1,86,NA,NA,NA,10.2,5.6,32.597,44.75,-66.5,1987,NED1987085.492.1987.26,523.0555556
24884,NED1987085,37,220,50,50,29,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4404,6711,NA,NA,511,30,1.7,3.4,80,82,1,9,1,81,NA,NA,NA,12.3,6.59,33.741,44.06666667,-67.18333333,1987,NED1987085.492.1987.37,51.47058824
26774,NED1988105,45,220,32,32,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4455,6610,NA,NA,477,30,1.7,3.4,60,61,1,9,1,60,NA,NA,NA,11.3,7.86,32.056,44.91666667,-66.16666667,1988,NED1988105.492.1988.45,32.94117647
26787,NED1988105,46,220,35,35,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4454,6612,NA,NA,477,30,1.8,3.6,59,59,1,9,1,59,NA,NA,NA,10.5,6.42,32.722,44.9,-66.2,1988,NED1988105.492.1988.46,34.02777778
26823,NED1988105,49,220,36,36,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4428,6643,NA,NA,477,20,1.1,3.3,62,73,1,9,1,67,NA,NA,NA,9.7,7.86,32.843,44.46666667,-66.71666667,1988,NED1988105.492.1988.49,57.27272727
26846,NED1988105,50,220,20,20,13,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4416,6710,NA,NA,511,30,1.8,3.6,83,89,1,9,1,86,NA,NA,NA,11.8,6.97,33.966,44.26666667,-67.16666667,1988,NED1988105.492.1988.50,19.44444444
28435,NED1989123,25,220,101,101,76,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4427,6631,NA,NA,476,30,1.7,3.4,102,106,1,9,1,104,NA,NA,NA,9.8,6.92,33.253,44.45,-66.51666667,1989,NED1989123.492.1989.25,103.9705882
28561,NED1989123,35,220,45,45,26,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4457,6609,NA,NA,477,30,1.7,3.4,55,60,1,9,1,57,NA,NA,NA,11.9,7.02,32.446,44.95,-66.15,1989,NED1989123.492.1989.35,46.32352941
28588,NED1989123,37,220,157,490,331,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4453,6633,NA,NA,477,30,1.8,3.6,53,55,1,9,1,54,NA,NA,NA,11.7,6.74,32.569,44.88333333,-66.55,1989,NED1989123.492.1989.37,476.3888889
28625,NED1989123,40,220,22,22,16,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4421,6703,NA,NA,511,30,1.8,3.6,72,77,1,9,1,74,NA,NA,NA,11.1,6.9,33.847,44.35,-67.05,1989,NED1989123.492.1989.40,21.38888889
30700,NED1990139,42,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4450.95,6616.11,4450.99,6618.44,477,30,1.7,3.4,66,68,1,9,1,67,NA,NA,NA,12.25,6.75,32.712,44.84916667,-66.2685,1990,NED1990139.492.1990.42,1.029411765
32117,NED1991154,43,220,64,64,52,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4450.5,6617.5,4449.5,6619.6,477,30,1.9,3.8,68,72,1,9,1,70,NA,NA,NA,11.12,6.6,32.95,44.84166667,-66.29166667,1991,NED1991154.492.1991.43,58.94736842
32176,NED1991154,47,220,258,258,234,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4401.64,6709.48,4403.39,6710.09,511,30,1.8,3.6,75,78,1,9,1,77,NA,NA,NA,12.25,7.06,33.938,44.02733333,-67.158,1991,NED1991154.492.1991.47,250.8333333
32188,NED1991154,48,220,201,410,449,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4404.2,6710.9,4402.55,6709.77,511,30,1.9,3.8,74,82,1,9,1,78,NA,NA,NA,13.62,7.04,33.918,44.07,-67.18166667,1991,NED1991154.492.1991.48,377.6315789
32875,NED1992173,40,220,79,79,47,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4450.18,6637.84,4448.39,6638.17,477,30,1.8,3.6,67,64,1,9,1,NA,NA,NA,NA,10.79,5.14,32.644,44.83633333,-66.63066667,1992,NED1992173.492.1992.40,76.80555556
32903,NED1992173,41,220,21,21,14,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4426.49,6647.8,4425.22,6649.4,477,30,1.7,3.4,59,63,1,9,1,NA,NA,NA,NA,7.39,5.87,32.452,44.4415,-66.79666667,1992,NED1992173.492.1992.41,21.61764706
32917,NED1992173,43,220,6,6,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4416.05,6652.41,4416.02,6650.15,476,30,1.8,3.6,98,99,1,9,1,NA,NA,NA,NA,9.74,6.35,33.549,44.2675,-66.8735,1992,NED1992173.492.1992.43,5.833333333
34735,NED1993189,52,220,83,83,59,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4440.2,6636.53,4441.98,6637.21,477,30,1.8,3.6,69,71,1,9,1,NA,1993-07-11 10:11,NA,NA,12.1,6.2,32.653,44.67,-66.60883333,1993,NED1993189.492.1993.52,80.69444444
34869,NED1993189,64,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4423.38,6657.6,4423.47,6700.18,511,30,1.9,3.8,66,67,1,9,1,NA,1993-07-12 19:00,NA,NA,10,6.73,33.383,44.38966667,-66.96,1993,NED1993189.492.1993.64,3.684210526
36677,NED1994221,41,220,40,40,25,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4429.43,6633.69,4430.98,6633.25,477,30,1.7,3.4,93,106,1,9,1,NA,1994-07-09 6:03,NA,NA,12.78,NA,NA,44.4905,-66.5615,1994,NED1994221.492.1994.41,41.17647059
36887,NED1994221,54,220,13,13,10,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4411.36,6708.06,4410.6,6710.39,511,30,1.82,3.64,68,74,1,9,1,NA,1994-07-10 15:46,NA,NA,15.47,9.16,34.372,44.18933333,-67.13433333,1994,NED1994221.492.1994.54,12.5
39198,NED1995226,54,220,295.45,590.9,416,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4442.69,6627.23,4441.2,6628.33,477,30,1.67,3.34,92,100,1,9,1,NA,1995-07-01 12:04,NA,NA,10.5,6.71,32.969,44.7115,-66.45383333,1995,NED1995226.492.1995.54,619.2065868
39360,NED1995226,64,220,28.76,28.76,22,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4402.63,6711.26,4400.86,6710.94,511,30,1.78,3.56,81,83,1,9,1,NA,1995-07-02 18:42,NA,NA,13,7.38,33.797,44.04383333,-67.18766667,1995,NED1995226.492.1995.64,28.2752809
41053,NED1996246,39,220,29.41,29.41,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4435.02,6631.59,4436.75,6631.62,477,30,1.79,3.58,112,113,1,9,1,NA,1996-07-09 0:34,NA,NA,9.39,6.3,32.721,44.58366667,-66.5265,1996,NED1996246.492.1996.39,28.7527933
41235,NED1996246,50,220,137.69,137.69,94,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4422.43,6705.84,4420.71,6706.87,511,30,1.85,3.7,79,87,1,9,1,NA,1996-07-10 8:08,NA,NA,9.09,7.83,33.96,44.37383333,-67.09733333,1996,NED1996246.492.1996.50,130.2472973
41262,NED1996246,51,220,39.93,39.93,26,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4420.18,6713.07,4419.85,6715.47,511,30,1.73,3.46,81,100,1,9,1,NA,1996-07-10 9:39,NA,NA,9.09,7.68,33.658,44.33633333,-67.21783333,1996,NED1996246.492.1996.51,40.3916185
43568,NED1997726,43,220,7.24,7.24,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4453.73,6609.26,4454.08,6611.62,477,30,1.77,3.5,60,61,1,9,1,NA,1997-07-07 6:02,NA,NA,11.85,7.17,32.329,44.8955,-66.15433333,1997,NED1997726.492.1997.43,7.15819209
43602,NED1997726,46,220,101.32,101.32,98,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4419.45,6704.44,4418.24,6706.18,511,30,1.78,3.56,75,77,1,9,1,NA,1997-07-07 15:09,NA,NA,11.65,7.22,33.769,44.32416667,-67.074,1997,NED1997726.492.1997.46,99.61235955
43613,NED1997726,47,220,146.15,146.15,129,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4409.67,6715.79,4407.96,6716.27,511,30,1.76,3.52,75,77,1,9,1,NA,1997-07-07 17:11,NA,NA,11.53,7.32,33.798,44.16116667,-67.26316667,1997,NED1997726.492.1997.47,145.3196023
45648,NED1998827,59,220,6.23,6.23,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4446.71,6631.94,4445.04,6632.76,477,30,1.76,3.52,83,85,1,9,1,NA,1998-07-12 13:00,NA,NA,11.03,6.45,32.719,44.7785,-66.53233333,1998,NED1998827.492.1998.59,6.194602273
45785,NED1998827,68,220,35.76,35.76,23,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4454.2,6643.65,4455.2,6641.62,477,30,1.75,3.5,51,56,1,9,1,NA,1998-07-13 10:09,NA,NA,10.74,6.94,32.166,44.90333333,-66.7275,1998,NED1998827.492.1998.68,35.76
47860,NED1999925,55,220,109.66,109.66,75,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4433.46,6628.07,4435.32,6628.01,477,30,1.86,3.72,114,114,1,9,1,NA,1999-07-12 5:19,NA,NA,12.48,7.06,33.247,44.55766667,-66.46783333,1999,NED1999925.492.1999.55,103.1747312
47865,NED1999925,56,220,407.32,407.32,313,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4445.69,6627.11,4447.53,6626.96,477,30,1.8,3.6,85,88,1,9,1,NA,1999-07-12 7:29,NA,NA,12.77,7.23,33.065,44.7615,-66.45183333,1999,NED1999925.492.1999.56,396.0055556
48089,NED1999925,68,220,33.25,33.25,27,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4405.81,6714.47,4404.75,6716.46,511,29,1.8,3.72,96,106,1,9,1,NA,1999-07-13 11:30,NA,NA,13.87,7.09,33.882,44.09683333,-67.24116667,1999,NED1999925.492.1999.68,32.32638889
50788,NED2000426,54,220,35.2,35.2,22,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4416.29,6648.45,4417.98,6647.61,476,30,1.8,3.6,100,100,1,9,1,NA,2000-07-10 9:45,NA,NA,11.44,7.74,33.757,44.2715,-66.8075,2000,NED2000426.492.2000.54,34.22222222
51105,NED2000426,68,220,62.97,62.97,45,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4422.07,6659.75,4421.43,6702.14,511,30,1.85,3.7,71,79,1,9,1,NA,2000-07-11 21:15,NA,NA,10.72,7.71,33.784,44.36783333,-66.99583333,2000,NED2000426.492.2000.68,59.56621622
54155,NED2001032,76,220,391.52,566.29,385,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4439.38,6628.44,4437.65,6628.73,477,30,1.73,3.46,109,114,1,9,1,NA,2001-07-12 4:32,NA,NA,8.93,6.69,33.356,44.65633333,-66.474,2001,NED2001032.492.2001.76,572.8367052
54173,NED2001032,77,220,24.22,24.22,15,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4408.01,6657.04,4409.57,6655.88,511,30,1.78,3.56,88,92,1,9,1,NA,2001-07-12 9:12,NA,NA,13.41,7.05,33.844,44.1335,-66.95066667,2001,NED2001032.492.2001.77,23.81179775
54187,NED2001032,78,220,2.05,2.05,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4407.05,6717.89,4405.3,6718.15,511,30,1.76,3.52,75,78,1,9,1,NA,2001-07-12 12:12,NA,NA,14.46,7.5,34.045,44.1175,-67.29816667,2001,NED2001032.492.2001.78,2.038352273
57286,NED2002037,83,220,13.5,13.5,9,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4436.27,6631.45,4434.81,6630.11,477,30,1.74,3.48,114,119,1,9,1,NA,2002-07-11 7:15,NA,NA,11.76,7.35,33.321,44.6045,-66.52416667,2002,NED2002037.492.2002.83,13.57758621
57296,NED2002037,84,220,262.12,2018.324,1324,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4420.62,6656.63,4419.33,6658.21,511,30,1.71,3.42,64,65,1,9,1,NA,2002-07-11 10:41,NA,NA,11.4,7.65,33.313,44.34366667,-66.94383333,2002,NED2002037.492.2002.84,2065.536257
57315,NED2002037,85,220,331.75,438.93,310,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4402.72,6710.11,4400.73,6709.83,511,30,1.97,3.94,77,77,1,9,1,NA,2002-07-11 13:56,NA,NA,12.42,7.76,34.025,44.04533333,-67.1685,2002,NED2002037.492.2002.85,389.9124365
60376,NED2003036,52,220,1.994,1.994,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4451.95,6649.06,4450.21,6648.82,477,30,1.73,3.46,61,75,1,9,1,NA,2003-07-07 12:31,NA,NA,10.71,6.49,32.437,44.86583333,-66.81766667,2003,NED2003036.492.2003.52,2.017052023
60422,NED2003036,54,220,4.54,4.54,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4412.06,6700.88,4410.29,6701.29,511,30,1.73,3.46,85,88,1,9,1,NA,2003-07-07 19:58,NA,NA,12.58,6.7,33.474,44.201,-67.01466667,2003,NED2003036.492.2003.54,4.592485549
60433,NED2003036,55,220,2.78,2.78,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4410.16,6705.13,4408.41,6704.93,511,30,1.73,3.46,45,50,1,9,1,NA,2003-07-07 21:43,NA,NA,12.88,6.78,33.554,44.16933333,-67.0855,2003,NED2003036.492.2003.55,2.812138728
60455,NED2003036,56,220,15.93,15.93,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4407.35,6715.87,4408.76,6714.37,511,30,1.73,3.46,75,77,1,9,1,NA,2003-07-07 23:29,NA,NA,12.11,6.87,33.839,44.1225,-67.2645,2003,NED2003036.492.2003.56,16.11416185
63021,NED2005027,60,220,9.32,9.32,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4401.37,6713.29,4402.55,6712.51,511,22,1.37,3.74,88,90,1,9,1,NA,2005-07-05 21:20,NA,NA,NA,NA,NA,44.02283333,-67.2215,2005,NED2005027.492.2005.60,11.90510949
66304,NED2006030,44,220,38.67,38.67,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,492,4423.12,6642.33,4422.27,6644.4,477,30,1.7,3.4,109,110,1,9,1,NA,2006-07-10 22:39,NA,NA,9.87,7.86,33.409,44.38533333,-66.7055,2006,NED2006030.492.2006.44,39.80735294
